sample_index,filepath,source_word,true_label,condition,snr_db,transcript_raw,transcript_normalized,transcript_non_empty,asr_latency_sec,total_latency_sec,peak_normalized,peak_before_normalization,asr_failed,error
1559,dataset/raw/unknown/two/8b25410a_nohash_2.wav,two,unknown,snr_m10db,-10.0,,,0,0.055216,0.056777,0,0.974029,0,
1560,dataset/raw/unknown/tree/93ec8b84_nohash_0.wav,tree,unknown,snr_m10db,-10.0,Creeks!,creeks,1,0.061179,0.062663,0,0.451209,0,
1561,dataset/raw/movement/short_phrase/Nudge_left/en_US-kathleen-low.wav,short_phrase,movement,snr_m10db,-10.0,Thank you.,thank you,1,0.058258,0.059536,1,1.915865,0,
1562,dataset/raw/emergency/stop/4634529e_nohash_1.wav,stop,emergency,snr_m10db,-10.0,,,0,0.054859,0.056084,0,0.744563,0,
1563,dataset/raw/unknown/eight/821b64cc_nohash_3.wav,eight,unknown,snr_m10db,-10.0,,,0,0.055462,0.056935,0,0.417429,0,
1564,dataset/raw/movement/off/48bdc11c_nohash_1.wav,off,movement,snr_m10db,-10.0,,,0,0.054344,0.054966,0,0.459418,0,
1565,dataset/raw/unknown/three/dea820ce_nohash_2.wav,three,unknown,snr_m10db,-10.0,It's been...,it s been,1,0.058587,0.059366,1,1.793108,0,
1566,dataset/raw/movement/go/616420be_nohash_3.wav,go,movement,snr_m10db,-10.0,You,you,1,0.053372,0.054682,1,1.276245,0,
1567,dataset/raw/emergency/backward/f822b9bf_nohash_3.wav,backward,emergency,snr_m10db,-10.0,,,0,0.054824,0.057816,1,1.036340,0,
1568,dataset/raw/emergency/no/8c4854bc_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.055526,0.057270,1,2.659793,0,
1569,dataset/raw/unknown/three/7213ed54_nohash_0.wav,three,unknown,snr_m10db,-10.0,3,,0,0.052976,0.054511,1,1.209176,0,
1570,dataset/raw/emergency/backward/4e61bf96_nohash_1.wav,backward,emergency,snr_m10db,-10.0,Bye.,bye,1,0.054526,0.057517,0,0.810778,0,
1571,dataset/raw/movement/left/9d8ac38b_nohash_2.wav,left,movement,snr_m10db,-10.0,Left.,left,1,0.055504,0.057507,0,0.648846,0,
1572,dataset/raw/movement/follow/235b444f_nohash_3.wav,follow,movement,snr_m10db,-10.0,,,0,0.058335,0.059891,0,0.730299,0,
1573,dataset/raw/unknown/three/8c7f81df_nohash_0.wav,three,unknown,snr_m10db,-10.0,Three!,three,1,0.055401,0.056622,1,1.475384,0,
1574,dataset/raw/emergency/stop/be7a5b2d_nohash_2.wav,stop,emergency,snr_m10db,-10.0,I'm gonna start.,i m gonna start,1,0.062081,0.063555,0,0.949223,0,
1575,dataset/raw/movement/go/563aa4e6_nohash_2.wav,go,movement,snr_m10db,-10.0,,,0,0.055730,0.057174,1,1.447024,0,
1576,dataset/raw/unknown/learn/9be15e93_nohash_2.wav,learn,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.545667,0.547541,1,1.316989,0,
1577,dataset/raw/emergency/no/893705bb_nohash_10.wav,no,emergency,snr_m10db,-10.0,,,0,0.057500,0.058700,0,0.430152,0,
1578,dataset/raw/movement/left/b49caed3_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.068370,0.069655,0,0.931865,0,
1579,dataset/raw/emergency/backward/b414c653_nohash_2.wav,backward,emergency,snr_m10db,-10.0,,,0,0.066248,0.066965,1,1.110681,0,
1580,dataset/raw/emergency/yes/eaa83485_nohash_2.wav,yes,emergency,snr_m10db,-10.0,Yes!,yes,1,0.058094,0.059462,1,1.162405,0,
1581,dataset/raw/emergency/reaction/Oh_my_god/en_US-bryce-medium.wav,reaction,emergency,snr_m10db,-10.0,,,0,0.065795,0.067492,1,1.846140,0,
1582,dataset/raw/movement/on/6565a81d_nohash_0.wav,on,movement,snr_m10db,-10.0,Bye!,bye,1,0.057135,0.058689,1,1.378643,0,
1583,dataset/raw/unknown/two/9f93e408_nohash_2.wav,two,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.059555,0.060300,0,0.682055,0,
1584,dataset/raw/movement/go/477f5b36_nohash_0.wav,go,movement,snr_m10db,-10.0,,,0,0.053922,0.055258,0,0.198337,0,
1585,dataset/raw/unknown/cat/95ba4996_nohash_1.wav,cat,unknown,snr_m10db,-10.0,,,0,0.055561,0.058303,0,0.403092,0,
1586,dataset/raw/movement/on/b0f5b16d_nohash_1.wav,on,movement,snr_m10db,-10.0,Bye!,bye,1,0.056767,0.057972,1,1.680591,0,
1587,dataset/raw/unknown/bed/6166ae21_nohash_0.wav,bed,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.054375,0.055908,0,0.199613,0,
1588,dataset/raw/movement/left/fbdc07bb_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.057298,0.059863,0,0.309710,0,
1589,dataset/raw/unknown/six/3102f006_nohash_0.wav,six,unknown,snr_m10db,-10.0,,,0,0.054950,0.056385,1,1.316542,0,
1590,dataset/raw/emergency/yes/66cbe2b3_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yeah!,yeah,1,0.054855,0.055756,0,0.490718,0,
1591,dataset/raw/unknown/four/c39703ec_nohash_0.wav,four,unknown,snr_m10db,-10.0,,,0,0.058143,0.059372,0,0.473276,0,
1592,dataset/raw/emergency/backward/87d5e978_nohash_2.wav,backward,emergency,snr_m10db,-10.0,,,0,0.057623,0.058855,1,1.004509,0,
1593,dataset/raw/movement/off/64e48f55_nohash_4.wav,off,movement,snr_m10db,-10.0,,,0,0.054500,0.055845,0,0.319914,0,
1594,dataset/raw/emergency/stop/cc8b3228_nohash_4.wav,stop,emergency,snr_m10db,-10.0,,,0,0.060375,0.062089,1,1.877559,0,
1595,dataset/raw/movement/off/7d9c00ce_nohash_0.wav,off,movement,snr_m10db,-10.0,,,0,0.055572,0.056852,0,0.110233,0,
1596,dataset/raw/unknown/seven/c351e611_nohash_1.wav,seven,unknown,snr_m10db,-10.0,,,0,0.056019,0.057478,0,0.890169,0,
1597,dataset/raw/movement/on/88e730cd_nohash_1.wav,on,movement,snr_m10db,-10.0,,,0,0.055709,0.056945,1,1.379834,0,
1598,dataset/raw/unknown/bird/ee6163d5_nohash_0.wav,bird,unknown,snr_m10db,-10.0,,,0,0.055494,0.056853,1,2.483467,0,
1599,dataset/raw/unknown/five/7d6b4b10_nohash_4.wav,five,unknown,snr_m10db,-10.0,Bye!,bye,1,0.055857,0.057647,1,1.231341,0,
1600,dataset/raw/emergency/no/51055bda_nohash_2.wav,no,emergency,snr_m10db,-10.0,,,0,0.056770,0.058167,1,2.560874,0,
1601,dataset/raw/emergency/yes/ab9b93e4_nohash_2.wav,yes,emergency,snr_m10db,-10.0,Me!,me,1,0.055576,0.056917,0,0.995441,0,
1602,dataset/raw/movement/down/3d9bbe2d_nohash_2.wav,down,movement,snr_m10db,-10.0,No!,no,1,0.055545,0.057112,0,0.305813,0,
1603,dataset/raw/unknown/two/b4ea0d9a_nohash_5.wav,two,unknown,snr_m10db,-10.0,Cheers.,cheers,1,0.056498,0.058561,0,0.605406,0,
1604,dataset/raw/emergency/stop/0ea9c8ce_nohash_1.wav,stop,emergency,snr_m10db,-10.0,Stop!,stop,1,0.055595,0.057190,1,1.535174,0,
1605,dataset/raw/unknown/eight/8eb4a1bf_nohash_1.wav,eight,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.055347,0.057579,1,1.185627,0,
1606,dataset/raw/emergency/stop/21832144_nohash_2.wav,stop,emergency,snr_m10db,-10.0,,,0,0.051716,0.053533,1,1.304367,0,
1607,dataset/raw/movement/go/197f4153_nohash_4.wav,go,movement,snr_m10db,-10.0,,,0,0.058321,0.060056,1,1.530181,0,
1608,dataset/raw/unknown/seven/322d17d3_nohash_2.wav,seven,unknown,snr_m10db,-10.0,same,same,1,0.052816,0.054510,0,0.706157,0,
1609,dataset/raw/movement/down/c8db14a8_nohash_1.wav,down,movement,snr_m10db,-10.0,,,0,0.056491,0.060611,1,1.796962,0,
1610,dataset/raw/movement/off/0c40e715_nohash_3.wav,off,movement,snr_m10db,-10.0,,,0,0.061476,0.062984,1,4.695159,0,
1611,dataset/raw/emergency/stop/aff582a1_nohash_3.wav,stop,emergency,snr_m10db,-10.0,Thank you.,thank you,1,0.057073,0.058518,0,0.901837,0,
1612,dataset/raw/movement/go/d394ef8e_nohash_3.wav,go,movement,snr_m10db,-10.0,,,0,0.051153,0.052552,0,0.209128,0,
1613,dataset/raw/emergency/backward/b8874962_nohash_1.wav,backward,emergency,snr_m10db,-10.0,Backboard.,backboard,1,0.058290,0.059151,1,1.591254,0,
1614,dataset/raw/emergency/stop/3e31dffe_nohash_3.wav,stop,emergency,snr_m10db,-10.0,,,0,0.058995,0.060364,0,0.433029,0,
1615,dataset/raw/movement/off/14c7b073_nohash_2.wav,off,movement,snr_m10db,-10.0,,,0,0.055272,0.057230,1,1.286519,0,
1616,dataset/raw/emergency/yes/2cec1d47_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yeah!,yeah,1,0.055478,0.056823,0,0.773802,0,
1617,dataset/raw/emergency/yes/fc3ba625_nohash_4.wav,yes,emergency,snr_m10db,-10.0,Yes!,yes,1,0.056702,0.058068,1,1.259623,0,
1618,dataset/raw/emergency/stop/18e910f4_nohash_2.wav,stop,emergency,snr_m10db,-10.0,,,0,0.058761,0.062267,1,1.157097,0,
1619,dataset/raw/emergency/no/fe1916ba_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.054156,0.055619,0,0.377115,0,
1620,dataset/raw/movement/go/2e75d37a_nohash_0.wav,go,movement,snr_m10db,-10.0,Go!,go,1,0.056687,0.058785,1,1.261911,0,
1621,dataset/raw/emergency/stop/e9287461_nohash_2.wav,stop,emergency,snr_m10db,-10.0,,,0,0.056729,0.058212,0,0.446859,0,
1622,dataset/raw/movement/on/96d5276f_nohash_0.wav,on,movement,snr_m10db,-10.0,,,0,0.054973,0.056144,0,0.173413,0,
1623,dataset/raw/unknown/zero/19e98e89_nohash_0.wav,zero,unknown,snr_m10db,-10.0,Do it!,do it,1,0.057679,0.059157,1,1.357653,0,
1624,dataset/raw/unknown/three/cfbedff9_nohash_1.wav,three,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.550490,0.551785,1,1.378044,0,
1625,dataset/raw/emergency/no/db9cfc88_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.059402,0.060852,0,0.580896,0,
1626,dataset/raw/unknown/three/cc6ee39b_nohash_4.wav,three,unknown,snr_m10db,-10.0,,,0,0.066581,0.067880,0,0.253067,0,
1627,dataset/raw/movement/down/3b195250_nohash_3.wav,down,movement,snr_m10db,-10.0,,,0,0.063840,0.065075,1,1.715002,0,
1628,dataset/raw/movement/left/477f5b36_nohash_0.wav,left,movement,snr_m10db,-10.0,Yeah.,yeah,1,0.058655,0.059965,0,0.195890,0,
1629,dataset/raw/emergency/stop_words/Abort/en_US-lessac-medium.wav,stop_words,emergency,snr_m10db,-10.0,Good morning.,good morning,1,0.059708,0.061538,1,1.753861,0,
1630,dataset/raw/unknown/zero/0a2b400e_nohash_3.wav,zero,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.057884,0.059074,1,1.079354,0,
1631,dataset/raw/movement/down/89947bd7_nohash_2.wav,down,movement,snr_m10db,-10.0,,,0,0.053814,0.055110,0,0.405929,0,
1632,dataset/raw/unknown/nine/3d86b69a_nohash_4.wav,nine,unknown,snr_m10db,-10.0,Good night.,good night,1,0.059198,0.061624,1,6.240827,0,
1633,dataset/raw/emergency/stop/c948d727_nohash_4.wav,stop,emergency,snr_m10db,-10.0,,,0,0.057866,0.059045,1,1.316682,0,
1634,dataset/raw/unknown/two/41474817_nohash_0.wav,two,unknown,snr_m10db,-10.0,,,0,0.052924,0.054369,0,0.141308,0,
1635,dataset/raw/emergency/backward/b308773d_nohash_2.wav,backward,emergency,snr_m10db,-10.0,It's a good game.,it s a good game,1,0.064000,0.067195,1,1.618802,0,
1636,dataset/raw/movement/left/5cf1ecce_nohash_3.wav,left,movement,snr_m10db,-10.0,,,0,0.055293,0.056530,0,0.769236,0,
1637,dataset/raw/movement/up/efa16ffd_nohash_0.wav,up,movement,snr_m10db,-10.0,,,0,0.054685,0.056012,1,2.040712,0,
1638,dataset/raw/movement/up/7799c9cd_nohash_1.wav,up,movement,snr_m10db,-10.0,Good job.,good job,1,0.057644,0.059261,1,2.014437,0,
1639,dataset/raw/emergency/wow/ce9410da_nohash_1.wav,wow,emergency,snr_m10db,-10.0,,,0,0.060146,0.061764,1,1.522214,0,
1640,dataset/raw/emergency/yes/bd76a7fd_nohash_3.wav,yes,emergency,snr_m10db,-10.0,,,0,0.055821,0.056985,0,0.727890,0,
1641,dataset/raw/unknown/marvin/1f653d27_nohash_0.wav,marvin,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.057628,0.059039,0,0.488884,0,
1642,dataset/raw/emergency/stop_words/Wait/en_US-bryce-medium.wav,stop_words,emergency,snr_m10db,-10.0,We did it.,we did it,1,0.060504,0.062067,1,1.655852,0,
1643,dataset/raw/movement/up/fb8c31a9_nohash_3.wav,up,movement,snr_m10db,-10.0,Up!,up,1,0.057680,0.059125,1,1.608094,0,
1644,dataset/raw/movement/up/96cd0255_nohash_2.wav,up,movement,snr_m10db,-10.0,,,0,0.055207,0.056438,0,0.517897,0,
1645,dataset/raw/movement/forward/94d370bf_nohash_2.wav,forward,movement,snr_m10db,-10.0,,,0,0.057602,0.059261,1,1.584934,0,
1646,dataset/raw/emergency/wow/01648c51_nohash_1.wav,wow,emergency,snr_m10db,-10.0,,,0,0.054572,0.056433,0,0.945841,0,
1647,dataset/raw/unknown/seven/195c120a_nohash_2.wav,seven,unknown,snr_m10db,-10.0,So.,so,1,0.054710,0.056052,1,1.507089,0,
1648,dataset/raw/movement/forward/58137b8e_nohash_0.wav,forward,movement,snr_m10db,-10.0,,,0,0.052254,0.054031,0,0.111577,0,
1649,dataset/raw/unknown/nine/1474273a_nohash_0.wav,nine,unknown,snr_m10db,-10.0,,,0,0.056153,0.056899,0,0.302427,0,
1650,dataset/raw/emergency/no/d98dd124_nohash_1.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.056401,0.057882,1,1.433092,0,
1651,dataset/raw/unknown/bird/c38720cb_nohash_0.wav,bird,unknown,snr_m10db,-10.0,,,0,0.059478,0.060763,0,0.711879,0,
1652,dataset/raw/unknown/zero/5c8af87a_nohash_3.wav,zero,unknown,snr_m10db,-10.0,,,0,0.060014,0.061322,0,0.321476,0,
1653,dataset/raw/unknown/marvin/4fd1443e_nohash_0.wav,marvin,unknown,snr_m10db,-10.0,,,0,0.057796,0.059173,0,0.929261,0,
1654,dataset/raw/unknown/four/16db1582_nohash_0.wav,four,unknown,snr_m10db,-10.0,,,0,0.051008,0.052728,0,0.344358,0,
1655,dataset/raw/unknown/learn/f035e2ea_nohash_3.wav,learn,unknown,snr_m10db,-10.0,,,0,0.055995,0.057466,1,1.336606,0,
1656,dataset/raw/emergency/wow/765ffccb_nohash_0.wav,wow,emergency,snr_m10db,-10.0,Wow!,wow,1,0.059173,0.060828,1,1.230772,0,
1657,dataset/raw/movement/follow/6bf5baf3_nohash_1.wav,follow,movement,snr_m10db,-10.0,,,0,0.058071,0.059400,1,1.254852,0,
1658,dataset/raw/emergency/wow/673632f3_nohash_0.wav,wow,emergency,snr_m10db,-10.0,Wow,wow,1,0.055883,0.057330,1,1.119282,0,
1659,dataset/raw/movement/off/05cf43ef_nohash_1.wav,off,movement,snr_m10db,-10.0,,,0,0.056766,0.058368,0,0.764799,0,
1660,dataset/raw/movement/up/745a8e32_nohash_1.wav,up,movement,snr_m10db,-10.0,,,0,0.057529,0.058754,0,0.653457,0,
1661,dataset/raw/movement/forward/de3fe344_nohash_3.wav,forward,movement,snr_m10db,-10.0,,,0,0.056473,0.057812,1,1.612383,0,
1662,dataset/raw/emergency/no/6071a214_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.054401,0.055703,0,0.646935,0,
1663,dataset/raw/unknown/seven/28ce0c58_nohash_0.wav,seven,unknown,snr_m10db,-10.0,Did not!,did not,1,0.058228,0.061068,1,1.160414,0,
1664,dataset/raw/unknown/zero/e7ea8b76_nohash_2.wav,zero,unknown,snr_m10db,-10.0,,,0,0.055065,0.057150,0,0.420295,0,
1665,dataset/raw/unknown/marvin/0c5027de_nohash_0.wav,marvin,unknown,snr_m10db,-10.0,,,0,0.057316,0.058844,0,0.380891,0,
1666,dataset/raw/emergency/wow/bfdb9801_nohash_1.wav,wow,emergency,snr_m10db,-10.0,,,0,0.072884,0.074181,0,0.661807,0,
1667,dataset/raw/emergency/no/2fcb6397_nohash_3.wav,no,emergency,snr_m10db,-10.0,,,0,0.063447,0.064381,1,2.404664,0,
1668,dataset/raw/movement/go/51c5601d_nohash_0.wav,go,movement,snr_m10db,-10.0,,,0,0.060003,0.061390,1,1.631657,0,
1669,dataset/raw/unknown/seven/cfde27ba_nohash_0.wav,seven,unknown,snr_m10db,-10.0,Shut up.,shut up,1,0.062348,0.063967,0,0.287615,0,
1670,dataset/raw/emergency/wow/fa44fcf5_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.060204,0.061520,1,5.414500,0,
1671,dataset/raw/unknown/two/03cf93b1_nohash_3.wav,two,unknown,snr_m10db,-10.0,,,0,0.061293,0.062934,1,2.908329,0,
1672,dataset/raw/movement/up/c392e01d_nohash_1.wav,up,movement,snr_m10db,-10.0,,,0,0.059421,0.060681,1,1.162188,0,
1673,dataset/raw/unknown/two/56eb74ae_nohash_3.wav,two,unknown,snr_m10db,-10.0,,,0,0.055694,0.057343,1,1.825784,0,
1674,dataset/raw/unknown/two/856eb138_nohash_3.wav,two,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.059515,0.060972,0,0.225516,0,
1675,dataset/raw/movement/down/cfbedff9_nohash_3.wav,down,movement,snr_m10db,-10.0,,,0,0.056581,0.058378,1,2.142355,0,
1676,dataset/raw/movement/on/25e95412_nohash_3.wav,on,movement,snr_m10db,-10.0,,,0,0.053582,0.054570,1,1.060742,0,
1677,dataset/raw/unknown/seven/d070ea86_nohash_1.wav,seven,unknown,snr_m10db,-10.0,See you soon.,see you soon,1,0.058833,0.059804,1,1.064703,0,
1678,dataset/raw/movement/down/f953e1af_nohash_2.wav,down,movement,snr_m10db,-10.0,,,0,0.056283,0.057451,0,0.634690,0,
1679,dataset/raw/movement/off/171edea9_nohash_4.wav,off,movement,snr_m10db,-10.0,,,0,0.055567,0.057077,1,1.522081,0,
1680,dataset/raw/movement/follow/773e26f7_nohash_4.wav,follow,movement,snr_m10db,-10.0,Hi!,hi,1,0.059217,0.060855,0,0.908716,0,
1681,dataset/raw/emergency/yes/c98bbbd3_nohash_2.wav,yes,emergency,snr_m10db,-10.0,Yes!,yes,1,0.055876,0.057395,1,1.578209,0,
1682,dataset/raw/movement/up/d264f7b6_nohash_1.wav,up,movement,snr_m10db,-10.0,,,0,0.055758,0.057143,1,1.232400,0,
1683,dataset/raw/movement/left/f575faf3_nohash_3.wav,left,movement,snr_m10db,-10.0,,,0,0.055567,0.057070,1,1.134448,0,
1684,dataset/raw/movement/go/fd5ccd39_nohash_1.wav,go,movement,snr_m10db,-10.0,Come on!,come on,1,0.059222,0.060564,1,1.391753,0,
1685,dataset/raw/movement/on/038da7ee_nohash_1.wav,on,movement,snr_m10db,-10.0,,,0,0.054826,0.056039,0,0.146298,0,
1686,dataset/raw/emergency/no/98170b49_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.055719,0.057345,1,1.342446,0,
1687,dataset/raw/movement/up/b4aa9fef_nohash_0.wav,up,movement,snr_m10db,-10.0,,,0,0.060025,0.061293,1,1.052567,0,
1688,dataset/raw/emergency/yes/a9f38bae_nohash_1.wav,yes,emergency,snr_m10db,-10.0,Yes!,yes,1,0.055334,0.056569,1,2.241395,0,
