language,dataset_name,sample_id,sentence_id,source_text_for_gloss,english_gloss,gloss_source,gloss_confidence,strict_eligible,notes
Quechua,quechua,audios/15662.wav,E047,Tráeme la chicha,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15663.wav,E071,Tú quieres chocolate,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15664.wav,F086,El escarabajo reaparece abunda en épocas de sembrío.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15665.wav,T088,Las personas que se embriagan a menudo pierden parte de su vida,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15666.wav,E112,La niña se acercó a su padrino de bautismo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15667.wav,C037,Plato,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15668.wav,B170,"Voy a tumbar árboles, préstame sogas.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15669.wav,S205,Hablan todos los niños,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15670.wav,E131,Dicen que las personas antiguas se cubrían el cuerpo con piel del oso,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15671.wav,C167,"Papá, tomate esa chicha","Dad, take that chicha",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15672.wav,F175,"Un tumor que se desarrolla dentro de nosotros, comenzará a extenderse por todo el cuerpo.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15673.wav,C072,Ella baila,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15674.wav,E150,El chairo se prepara con chuño chancado.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15675.wav,N020,Tropezar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15676.wav,T218,"Debido al luto de su madre, Yvonne nació 5 años después de la muerte de su padre.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15677.wav,C089,Yo estoy comiendo a la gallina,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15678.wav,E078,Veo una estrella,I see a star,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15679.wav,E145,Separa la raíz de estas palabras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15680.wav,C183,En aquella casa está mi mamá.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15681.wav,E179,Mi mamá cocina una comida deliciosa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15682.wav,F165,Los diabéticos deben consumir llacón no muy maduro.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15683.wav,N019,Preparado de tierra para la siembra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15684.wav,T041,"Envejecer, raer la ropa usándola",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15685.wav,H127,Las mujeres del pueblo de Chinchero usan bonitas monteras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15686.wav,N140,Asegura tu mantita con el prendedor.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15687.wav,C151,Mi mamá es bajita no más.,My mom is just short.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15688.wav,E043,Los ríos eran limpios,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15689.wav,A079,Haz dormir a esas gallinas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15690.wav,C098,No es divertido ir a un lago donde no hay peces cuando hay otros lagos cercanos con mucho.,It's no fun going to a lake where there are no fish when there are plenty of other lakes nearby.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15691.wav,A090,Solamente las mujeres parturientas comen comidas sin sal,Only parturient women eat foods without salt,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15692.wav,E163,Luego de toser no debemos tragarnos la saliva͖ debemos escupirla y luego pisarla.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15693.wav,C040,Cocina,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15694.wav,A103,Esto se repite cada dos días,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15695.wav,E160,"Este escrito no lo hice yo, por gusto me están calumniando",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15696.wav,H211,La fuente más importante de la felicidad humana es la bondad.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15697.wav,C091,Nosotros miramos la TV,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15698.wav,T051,Solía jugar fútbol,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15699.wav,E110,Mañana iremos a pescar suches,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15700.wav,C139,El es el pastor de vacas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15701.wav,C030,Huevo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15702.wav,T021,Despreciado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15703.wav,F031,duro,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15704.wav,T115,Un ladron le habia seguido a mi vecino,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15705.wav,C090,Tú estás viendo la luna,you are seeing the moon,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15706.wav,C009,Diente,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15707.wav,T069,Cualquier problema tiene solución menos la muerte.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15708.wav,N013,Áspero,Rough,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15709.wav,T018,Granos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15710.wav,N069,La garúa beneficia muchísimo a las chacras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15711.wav,B118,Ni siquiera sabemos lo fácil que es capturar una infección en una multitud.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15712.wav,F141,El perro rodea al ganado ladrando cada noche.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15713.wav,B155,Nuestros riñones tienen muchos canalitos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15714.wav,E104,Las vacunas nos protegen de las enĨermedades.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15715.wav,E155,Luego de despancar el maóz se gurda en la ramada,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15716.wav,F150,Hasta estas horas estás con el cabello desgreñado.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15717.wav,E149,El maíz se come en tostado como en mote,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15718.wav,N205,De acuerdo a lo que dice,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15719.wav,N024,"Sufrir Necesidades, desperdiciarse",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15720.wav,S154,Se alegró por besarle,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15721.wav,C086,Él corre desde el cerro hasta su casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15722.wav,N085,Veo una estrella,I see a star,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15723.wav,T085,Esa persona murió con oclusión intestinal,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15724.wav,F114,"Si ulula la lechuza, es señal de mal augurio",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15725.wav,T083,La arañita desciende por su hilo señalando que lloverá,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15726.wav,T046,Me duele la muela,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15727.wav,N060,Se fué llorando,He left crying,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15728.wav,F030,Pecado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15729.wav,N005,Respeto,I respect,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15730.wav,E169,Ya no te pongas tu pantalón con agujeros.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15731.wav,N046,Este animal tiene poca lana,This animal has little wool,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15732.wav,F221,Un signo del empobrecimiento de la imaginación es la absurda repetición.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15733.wav,T088,Las personas que se embriagan a menudo pierden parte de su vida,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15734.wav,H054,Pedro está trabajando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15735.wav,T040,Apolillarse,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15736.wav,N137,El hombre que no pasa tiempo con su familia nunca será un verdadero hombre.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15737.wav,F015,Cerro sagrado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15738.wav,E224,Estoy haciendo todo lo que puedo para no abrazarlo muy fuerte.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15739.wav,C133,Conduciremos el agua por canales para regar la chacra de maíz.,We will conduct the water through canals to irrigate the corn field.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15740.wav,N139,"La esperanza es como el azúcar en el té; incluso cuando hay muy poco, hará que todo sea más dulce.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15741.wav,F053,Nos quieren pegar,They want to hit us,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15742.wav,C061,Tú eres brujo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15743.wav,B031,Adolorecer,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15744.wav,F015,Cerro sagrado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15745.wav,N224,Llorando mucho se llevaron al cadáver,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15746.wav,C190,Aquella mazamorra apestosa está en el plato.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15747.wav,F090,"Pueda ser que este niño se resfríe, ¡envuélvelo con la manta!","This child might catch a cold, wrap him in the blanket!",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15748.wav,F012,Penumbra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15749.wav,F097,Tengo la saliva amarga͗ qué preocupaciones tendré,I have bitter saliva͗ what worries will I have,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15750.wav,C005,Avalancha,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15751.wav,C199,Él vive en aquella casa grande.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15752.wav,H045,Estoy feliz porque llegaste,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15753.wav,F133,La gente se traslada de un pueblo a otro en botes,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15754.wav,C149,Ellos viven conmigo.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15755.wav,T109,La pulga me picó en las posaderas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15756.wav,N089,Tú quieres chocolate,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15757.wav,F035,Harto,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15758.wav,S041,Freír,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15759.wav,N126,Yo soy de la Comunidad de Kishuar Pampa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15760.wav,N011,Oro,Gold,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15761.wav,S092,Rodolfo está en la casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15762.wav,S008,Oreja,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15763.wav,N103,Había venido con Pablo,I had come with Pablo,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15764.wav,C150,Mi padre es un hombre de gran tamaño.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15765.wav,N114,Mañana te enseño a leer,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15766.wav,N031,Primeras Papas,First Popes,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15767.wav,B164,En cambio al dormir y no hacer nada descansamos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15768.wav,E008,Hierbas Aromáticas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15769.wav,N030,Chicha,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15770.wav,C093,Tu quieres un escrito,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15771.wav,C101,Tú puedes escoger,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15772.wav,E107,El hombre trabaja con alegría su chakra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15773.wav,F164,Los niños recogen miel de abeja de los panales.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15774.wav,S008,Oreja,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15775.wav,E202,La tenaza mordió la mano de mi hermanito,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15776.wav,B165,"Sea con un trabajo intelectual o con un trabajo físico, los hombres siempre nos cansamos",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15777.wav,A084,No dio nada,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15778.wav,F039,Arrinconar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15779.wav,F122,El venado duerme con los ojos abiertos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15780.wav,S045,Tú escribes hermosas poesías,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15781.wav,F095,El cielo está arriba y el “inĮerno” está abajo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15782.wav,T225,Los perros callejeros no encuentran comida luego mueren desnutridos.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15783.wav,E145,Separa la raíz de estas palabras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15784.wav,F034,Sacudir,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15785.wav,E195,¿Qué vas a sembrar en tu chacra?,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15786.wav,H227,"Trabajar por una buena causa, le da nobleza a la vida.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15787.wav,F014,Lechuza,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15788.wav,H180,Nuestro compañero Manuel es muy buena gente,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15789.wav,S127,Las aves llevan en las alas plumas grandes y gruesas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15790.wav,E051,Iremos conmigo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15791.wav,C108,Guarde los objetos peligrosos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15792.wav,T155,"Hermanita, ayúdame a escarbar mis papas; ahí comeremos huatia",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15793.wav,E029,Liviano,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15794.wav,E197,El joven está roturando con su hermano,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15795.wav,T108,Tú cabeza hueca no se acuerda de nada,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15796.wav,C090,Tú estás viendo la luna,you are seeing the moon,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15797.wav,N036,Cuchillo,Knife,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15798.wav,N107,La olla de mazamorra que no se remueve puede asentarse y quemarse.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15799.wav,T149,"Tienen mucho que leer, estarán despiertos hasta tarde",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15800.wav,B217,"En disputas, la falla generalmente se encuentra con ambos lados del conflicto.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15801.wav,E005,Justicia,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15802.wav,F042,Engordar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15803.wav,N129,Hay una sartén malograda.,There is a damaged frying pan.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15804.wav,H121,Los bebés de ocho meses ya gatean,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15805.wav,B020,Numeros,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15806.wav,C176,En esa olla está la cucharón.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15807.wav,F046,Tú mamá te está llamando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15808.wav,A109,Este comportamiento está mal,This behavior is wrong,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15809.wav,E129,Esta hermosa casa está hecha de piedras grandes,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15810.wav,E179,Mi mamá cocina una comida deliciosa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15811.wav,T007,Caquexia,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15812.wav,N034,Testigo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15813.wav,S046,Ellos hablan en el mes de julio,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15814.wav,C067,La calma y la tranquilidad son dichas después de sentir estrés y miedo.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15815.wav,S058,Tú eres sacerdote andino,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15816.wav,F205,Tenía una cicatriz en el brazo derecho,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15817.wav,A003,Borracho,Drunk,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15818.wav,A220,John estaba solo porque sus amigos se burlaron de él.,John was alone because his friends made fun of him.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15819.wav,E039,La Juventud,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15820.wav,N168,En olla rajada ya no se mantiene el agua,The water no longer holds in a cracked pot,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15821.wav,N104,"En este mundo, todo se mueve","In this world, everything moves",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15822.wav,S053,Cocina con su hija,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15823.wav,N060,Se fué llorando,He left crying,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15824.wav,C216,El placer del estómago es la base y la raíz de todo bien.,The pleasure of the stomach is the base and root of all good.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15825.wav,E047,Tráeme la chicha,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15826.wav,C206,La mano de mi papá sirve para que trabaje.,My dad's hand helps me work.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
